id,season_2019-2020,league,team_type,club,stadium,capacity,street,postcode,city,federal_state,latitude,longitude,homepage,wikipedia_de,wikipedia_en,openstreetmap_object
81,germany_league_4,Regionalliga Nordost,1,SV Babelsberg 03,Karl-Liebknecht-Stadion,10.786,Karl-Liebknecht-Straße 90,14482,Potsdam,BB,52.39912,13.09478,babelsberg03.de,https://de.wikipedia.org/wiki/SV_Babelsberg_03,https://en.wikipedia.org/wiki/SV_Babelsberg_03,https://www.openstreetmap.org/way/13999359
82,germany_league_4,Regionalliga Nordost,1,VfB Germania Halberstadt,Friedensstadion Halberstadt,5.000,Spiegelsbergenweg 79,38820,Halberstadt,ST,51.87630,11.04998,vfbgermaniahalberstadt.de,https://de.wikipedia.org/wiki/VfB_Germania_Halberstadt,https://en.wikipedia.org/wiki/VfB_Germania_Halberstadt,Missing
83,germany_league_4,Regionalliga Nordost,1,VfB Auerbach,VfB-Stadion Auerbach/Vogtl.,5.000,Ziegeleiweg 20,08209,Auerbach/Vogtland,SN,50.50616,12.38666,vfb-auerbach.de,https://de.wikipedia.org/wiki/VfB_Auerbach,https://en.wikipedia.org/wiki/VfB_Auerbach,https://www.openstreetmap.org/way/72745820
84,germany_league_4,Regionalliga Nordost,1,ZFC Meuselwitz,bluechip-Arena,5.260,Bergsiedlung 39,04610,Meuselwitz,TH,51.05367,12.28315,zfc.de,https://de.wikipedia.org/wiki/ZFC_Meuselwitz,https://en.wikipedia.org/wiki/ZFC_Meuselwitz,https://www.openstreetmap.org/relation/2759922
85,germany_league_4,Regionalliga Nordost,1,FC Viktoria 1889 Berlin,Stadion Lichterfelde,4.300,Ostpreußendamm 3-17,12207,Berlin,BE,52.43933,13.32396,viktoria-berlin.de,https://de.wikipedia.org/wiki/FC_Viktoria_1889_Berlin,https://en.wikipedia.org/wiki/FC_Viktoria_1889_Berlin,https://www.openstreetmap.org/way/4841754
86,germany_league_4,Regionalliga Nordost,1,BFC Dynamo,Friedrich-Ludwig-Jahn-Sportpark,19.708,Cantianstraße 24,10437,Berlin,BE,52.54306,13.40534,bfc.com,https://de.wikipedia.org/wiki/BFC_Dynamo,https://en.wikipedia.org/wiki/Berliner_FC_Dynamo,https://www.openstreetmap.org/way/258241195
87,germany_league_4,Regionalliga Nordost,1,FSV Union Fürstenwalde,Bonava-Arena,8.000,Hangelsberger Chaussee 1,15517,Fürstenwalde/Spree,BB,52.36661,14.03605,fsvunion.de,https://de.wikipedia.org/wiki/FSV_Union_Fürstenwalde,https://en.wikipedia.org/wiki/FSV_Union_Fürstenwalde,https://www.openstreetmap.org/way/96391438
88,germany_league_4,Regionalliga Nordost,1,VSG Altglienicke,Friedrich-Ludwig-Jahn-Sportpark,19.708,Cantianstraße 24,10437,Berlin,BE,52.54306,13.40534,vsg-altglienicke.de,https://de.wikipedia.org/wiki/VSG_Altglienicke,https://en.wikipedia.org/wiki/VSG_Altglienicke,https://www.openstreetmap.org/way/258241195
89,germany_league_4,Regionalliga Nordost,1,Bischofswerdaer FV 08,Volksbank Sportpark an der Wesenitz,10.000,Clara-Zetkin-Straße 6,01877,Bischofswerda,SN,51.12963,14.18643,bfv08.de,https://de.wikipedia.org/wiki/Bischofswerdaer_FV_08,https://en.wikipedia.org/wiki/Bischofswerdaer_FV_08,https://www.openstreetmap.org/relation/403281
90,germany_league_4,Regionalliga Nordost,1,FSV Optik Rathenow,Stadion Vogelgesang Rathenow,5.000,Zum Wolzensee 2,14712,Rathenow,BB,52.59741,12.36861,fsv-optik.de,https://de.wikipedia.org/wiki/FSV_Optik_Rathenow,https://en.wikipedia.org/wiki/FSV_Optik_Rathenow,Missing
91,germany_league_4,Regionalliga Nordost,1,SV Lichtenberg 47,Hans-Zoschke-Stadion,10.000,Normannenstraße 28,10367,Berlin,BE,52.51669,13.48684,lichtenberg47.de,https://de.wikipedia.org/wiki/SV_Lichtenberg_47,https://en.wikipedia.org/wiki/SV_Lichtenberg_47,https://www.openstreetmap.org/way/145722273
92,germany_league_4,Regionalliga Nordost,1,BSG Chemie Leipzig,Alfred-Kunze-Sportpark,4.999,Am Sportpark 2,04179,Leipzig,SN,51.35825,12.30767,chemie-leipzig.de,https://de.wikipedia.org/wiki/BSG_Chemie_Leipzig_(1997),https://en.wikipedia.org/wiki/BSG_Chemie_Leipzig_(1997),https://www.openstreetmap.org/way/20313355
93,germany_league_4,Regionalliga West,1,Sportfreunde Lotte,Frimo Stadion,10.059,Jahnstraße 8,49504,Lotte,NW,52.27093,7.92065,sf-lotte.de,https://de.wikipedia.org/wiki/Sportfreunde_Lotte,https://en.wikipedia.org/wiki/Sportfreunde_Lotte,https://www.openstreetmap.org/way/560328555
94,germany_league_4,Regionalliga West,1,SC Fortuna Köln,Südstadion,11.748,Vorgebirgstraße 76,50969,Köln,NW,50.91744,6.94357,fortuna-koeln.de,https://de.wikipedia.org/wiki/SC_Fortuna_Köln,https://en.wikipedia.org/wiki/SC_Fortuna_Köln,https://www.openstreetmap.org/way/27816189
95,germany_league_4,Regionalliga West,1,Rot-Weiß Oberhausen,Stadion Niederrhein,17.165,Lindnerstraße 2-6,46149,Oberhausen,NW,51.49363,6.85450,rwo-online.de,https://de.wikipedia.org/wiki/Rot-Weiß_Oberhausen,https://en.wikipedia.org/wiki/Rot-Weiß_Oberhausen,https://www.openstreetmap.org/relation/69474
96,germany_league_4,Regionalliga West,1,SV Rödinghausen,Häcker-Wiehenstadion,2.489,Auf der Drift 36,32289,Rödinghausen,NW,52.24939,8.50682,svroedinghausen.de,https://de.wikipedia.org/wiki/SV_Rödinghausen,https://en.wikipedia.org/wiki/SV_Rödinghausen,https://www.openstreetmap.org/way/360209575
97,germany_league_4,Regionalliga West,2,Borussia Mönchengladbach II,Grenzlandstadion,10.000,Seminarstraße 20,41236,Mönchengladbach,NW,48.24698,13.04583,borussia.de,https://de.wikipedia.org/wiki/Borussia_M%C3%B6nchengladbach,https://de.wikipedia.org/wiki/Borussia_M%C3%B6nchengladbach,https://www.openstreetmap.org/way/164751942
98,germany_league_4,Regionalliga West,2,Borussia Dortmund II,Stadion Rote Erde,9.999,Strobelallee 50,44139,Dortmund,NW,51.49281,7.45419,bvb.de,https://de.wikipedia.org/wiki/Borussia_Dortmund,https://en.wikipedia.org/wiki/Borussia_Dortmund,https://www.openstreetmap.org/way/17236684
99,germany_league_4,Regionalliga West,1,Alemannia Aachen,Tivoli,32.960,Krefelder Straße 205,52070,Aachen,NW,50.79314,6.09736,alemannia-aachen.de,https://de.wikipedia.org/wiki/Alemannia_Aachen,https://en.wikipedia.org/wiki/Alemannia_Aachen,https://www.openstreetmap.org/relation/1755976
100,germany_league_4,Regionalliga West,1,SC Verl,Sportclub Arena Verl,5.001,Poststraße 22,33415,Verl,NW,51.88339,8.51337,sportclub-verl.de,https://de.wikipedia.org/wiki/SC_Verl,https://en.wikipedia.org/wiki/SC_Verl,https://www.openstreetmap.org/way/35710101
101,germany_league_4,Regionalliga West,1,Rot-Weiss Essen,Stadion Essen,20.650,Hafenstraße 97A,45356,Essen,NW,51.48687,6.97665,rot-weiss-essen.de,https://de.wikipedia.org/wiki/Rot-Weiss_Essen,https://en.wikipedia.org/wiki/Rot-Weiss_Essen,https://www.openstreetmap.org/way/26346894
102,germany_league_4,Regionalliga West,2,1. FC Köln II,Franz-Kremer-Stadion,5.457,Franz-Kremer-Allee 1-3,50937,Köln,NW,50.90829,6.90571,fc.de,https://de.wikipedia.org/wiki/1._FC_Köln,https://en.wikipedia.org/wiki/1._FC_Köln_II,https://www.openstreetmap.org/way/49930449
103,germany_league_4,Regionalliga West,1,Wuppertaler SV,Stadion am Zoo,23.067,Hubertusallee 4,42117,Wuppertal,NW,51.23915,7.10498,wsv1954.de,https://de.wikipedia.org/wiki/Wuppertaler_SV,https://en.wikipedia.org/wiki/Wuppertaler_SV,https://www.openstreetmap.org/way/24480171
104,germany_league_4,Regionalliga West,1,SG Wattenscheid 09,Lohrheidestadion,16.233,Lohrheidestraße 82,44866,Bochum,NW,51.48577,7.11865,sgwattenscheid09.de,https://de.wikipedia.org/wiki/SG_Wattenscheid_09,https://en.wikipedia.org/wiki/SG_Wattenscheid_09,https://www.openstreetmap.org/way/663054792
105,germany_league_4,Regionalliga West,2,Fortuna Düsseldorf II,Paul-Janes-Stadion,7.200,Flinger Broich 87,40235,Düsseldorf,NW,51.22497,6.82717,f95.de,https://de.wikipedia.org/wiki/Fortuna_D%C3%BCsseldorf,https://en.wikipedia.org/wiki/Fortuna_Düsseldorf,https://www.openstreetmap.org/way/26204011
106,germany_league_4,Regionalliga West,1,SV Lippstadt 08,Liebelt-Arena,3.500,Wiedenbrücker Straße 83,59555,Lippstadt,NW,51.69351,8.34020,svlippstadt08.de,https://de.wikipedia.org/wiki/SV_Lippstadt_08,https://en.wikipedia.org/wiki/SV_Lippstadt_08,https://www.openstreetmap.org/way/37253119
107,germany_league_4,Regionalliga West,1,Bonner SC,Sportpark Nord,10.164,Kölnstraße 250,53117,Bonn,NW,50.74817,7.08450,bonner-sc.de,https://de.wikipedia.org/wiki/Bonner_SC,https://en.wikipedia.org/wiki/Bonner_SC,https://www.openstreetmap.org/relation/402799
108,germany_league_4,Regionalliga West,1,SV Bergisch Gladbach 09,BELKAW-Arena,10.500,Paffrather Straße 133 ,51465,Bergisch Gladbach,NW,50.99397,7.11968,bergischgladbach09.de,https://de.wikipedia.org/wiki/SV_Bergisch_Gladbach_09,https://en.wikipedia.org/wiki/SV_Bergisch_Gladbach_09,https://www.openstreetmap.org/way/26778972
109,germany_league_4,Regionalliga West,1,VfB Homberg,PCC-Stadion,3.000,Rheindeichstraße 50,47198,Duisburg,NW,51.46307,6.70301,vfb-homberg.de,https://de.wikipedia.org/wiki/VfB_Homberg,https://en.wikipedia.org/wiki/VfB_Homberg,https://www.openstreetmap.org/way/23613812
110,germany_league_4,Regionalliga West,2,FC Schalke 04 II,Trainingsplatz am Ernst-Kuzorra-Weg,1.200,Ernst-Kuzorra-Weg 1,45891,Gelsenkirchen,NW,51.55864,7.06401,schalke04.de,https://de.wikipedia.org/wiki/FC_Schalke_04,https://en.wikipedia.org/wiki/FC_Schalke_04,https://www.openstreetmap.org/way/22916691
111,germany_league_4,Regionalliga West,1,TuS Haltern,Stauseekampfbahn,4.000,Lippspieker,45721,Haltern am See,NW,51.74064,7.19770,tus-haltern.de,https://de.wikipedia.org/wiki/TuS_Haltern,Missing,https://www.openstreetmap.org/way/88067812
112,germany_league_4,Regionalliga Südwest,1,VfR Aalen,Ostalb Arena,14.500,Stadionweg 5,73430,Aalen,BW,48.84053,10.07218,vfr-aalen.de,https://de.wikipedia.org/wiki/VfR_Aalen,https://en.wikipedia.org/wiki/VfR_Aalen,https://www.openstreetmap.org/way/164637880
113,germany_league_4,Regionalliga Südwest,1,1. FC Saarbrücken,Hermann-Neuberger-Stadion,8.265,Stadionstraße 10,66333,Völklingen,SL,49.25721,6.87010,fc-saarbruecken.de,https://de.wikipedia.org/wiki/1._FC_Saarbrücken,https://en.wikipedia.org/wiki/1._FC_Saarbrücken,https://www.openstreetmap.org/way/26962568
114,germany_league_4,Regionalliga Südwest,1,FC 08 Homburg,Waldstadion Homburg,16.488,Obere Allee 1,66424,Homburg,SL,49.31617,7.35504,fc08homburg.de,https://de.wikipedia.org/wiki/FC_08_Homburg,https://en.wikipedia.org/wiki/FC_08_Homburg,https://www.openstreetmap.org/way/438209778
115,germany_league_4,Regionalliga Südwest,1,SV Elversberg,Ursapharm-Arena an der Kaiserlinde,10.000,Lindenstraße 7,66583,Spiesen-Elversberg,SL,49.31880,7.12171,sv07elversberg.de,https://de.wikipedia.org/wiki/SV_Elversberg,https://en.wikipedia.org/wiki/SV_Elversberg,https://www.openstreetmap.org/way/31339206
116,germany_league_4,Regionalliga Südwest,1,Kickers Offenbach,Sparda-Bank-Hessen-Stadion,20.500,Waldemar-Klein-Platz 1,63071,Offenbach am Main,HE,50.09466,8.79872,ofc.de,https://de.wikipedia.org/wiki/Kickers_Offenbach,https://en.wikipedia.org/wiki/Kickers_Offenbach,https://www.openstreetmap.org/way/26656405
117,germany_league_4,Regionalliga Südwest,1,SSV Ulm 1846 Fußball,Donaustadion,19.500,Stadionstraße 5,89073,Ulm,BW,48.40450,10.00954,ssvulm1846-fussball.de,https://de.wikipedia.org/wiki/SSV_Ulm_1846,https://en.wikipedia.org/wiki/SSV_Ulm_1846,https://www.openstreetmap.org/way/614515727
118,germany_league_4,Regionalliga Südwest,2,SC Freiburg II,Möslestadion,5.400,Waldseestraße 75,79117,Freiburg,BW,47.98396,7.88111,scfreiburg.com,https://de.wikipedia.org/wiki/SC_Freiburg,https://en.wikipedia.org/wiki/SC_Freiburg,https://www.openstreetmap.org/way/116671526
119,germany_league_4,Regionalliga Südwest,1,TSV Steinbach Haiger,SIBRE-Sportzentrum Haarwasen Haiger,4.700,Sportplatzstraße 120,35708,Haiger,HE,50.74020,8.19088,tsv-steinbach.de,https://de.wikipedia.org/wiki/TSV_Steinbach_Haiger,https://en.wikipedia.org/wiki/TSV_Steinbach_Haiger,https://www.openstreetmap.org/way/121374446
120,germany_league_4,Regionalliga Südwest,1,FK Pirmasens,Sportpark Husterhöhe,10.000,Georgia Avenue 1,66953,Pirmasens,RP,49.21853,7.60986,fk-pirmasens.com,https://de.wikipedia.org/wiki/FK_Pirmasens,https://en.wikipedia.org/wiki/FK_Pirmasens,https://www.openstreetmap.org/way/121942795
121,germany_league_4,Regionalliga Südwest,2,TSG 1899 Hoffenheim II,Dietmar-Hopp-Stadion,6.350,Silbergasse 45,74889,Sinsheim,BW,49.27827,8.84216,achtzehn99.de,https://de.wikipedia.org/wiki/TSG_1899_Hoffenheim,https://en.wikipedia.org/wiki/TSG_1899_Hoffenheim,https://www.openstreetmap.org/way/28482163
122,germany_league_4,Regionalliga Südwest,1,TSG Balingen,Bizerba-Arena,8.000,Tübinger Straße 71,72336,Balingen,BW,48.28208,8.85851,tsg-balingen.de,https://de.wikipedia.org/wiki/TSG_Balingen,https://en.wikipedia.org/wiki/TSG_Balingen,Missing
123,germany_league_4,Regionalliga Südwest,1,FSV Frankfurt,PSD Bank Arena,12.542,Richard-Herrmann-Platz 1,60386,Frankfurt am Main,HE,50.12810,8.72322,fsv-frankfurt.de,https://de.wikipedia.org/wiki/FSV_Frankfurt,https://en.wikipedia.org/wiki/FSV_Frankfurt,https://www.openstreetmap.org/way/37407253
124,germany_league_4,Regionalliga Südwest,1,FC-Astoria Walldorf,Stadion im Dietmar-Hopp-Sportpark,5.000,Schwetzinger Straße 92,69190,Walldorf,BW,49.31584,8.63845,fc-astoria-walldorf.de,https://de.wikipedia.org/wiki/FC-Astoria_Walldorf,https://en.wikipedia.org/wiki/FC_Astoria_Walldorf,https://www.openstreetmap.org/way/29139892
125,germany_league_4,Regionalliga Südwest,2,1. FSV Mainz 05 II,Stadion am Bruchweg,7.378,Dr.-Martin-Luther-King-Weg 15,55122,Mainz,RP,50.00096,8.24571,mainz05.de,https://de.wikipedia.org/wiki/1._FSV_Mainz_05,https://en.wikipedia.org/wiki/1._FSV_Mainz_05,https://www.openstreetmap.org/way/19881169
126,germany_league_4,Regionalliga Südwest,1,FC Gießen,Waldstadion Gießen,4.999,Zum Waldsportplatz 12,35394,Gießen,HE,50.58569,8.70447,fc-giessen.com,https://de.wikipedia.org/wiki/FC_Gießen,https://en.wikipedia.org/wiki/FC_Gießen,https://www.openstreetmap.org/way/209251738
127,germany_league_4,Regionalliga Südwest,1,Rot-Weiß Koblenz,Stadion Oberwerth,9.500,Jupp-Gauchel-Straße 10,56075,Koblenz,RP,50.33049,7.58661,rot-weiss-koblenz.de,https://de.wikipedia.org/wiki/Rot-Weiß_Koblenz,https://en.wikipedia.org/wiki/TuS_Rot-Weiß_Koblenz,https://www.openstreetmap.org/way/108260419
128,germany_league_4,Regionalliga Südwest,1,Bahlinger SC,Kaiserstuhlstadion,4.000,Stadenweg 13,79353,Bahlingen,BW,48.11900,7.74354,bahlingersc.de,https://de.wikipedia.org/wiki/Bahlinger_SC,https://en.wikipedia.org/wiki/Bahlinger_SC,https://www.openstreetmap.org/way/107255845
129,germany_league_4,Regionalliga Südwest,1,FC Bayern Alzenau,Städtisches Stadion am Prischoß,5.113,Prischoßstraße 57,63755,Alzenau,BY,50.07930,9.05810,bayern-alzenau.com,https://de.wikipedia.org/wiki/FC_Bayern_Alzenau,https://en.wikipedia.org/wiki/FC_Bayern_Alzenau,Missing
130,germany_league_4,Regionalliga Bayern,1,VfB Eichstätt,Liqui-Moly-Stadion,2.090,Am Sportplatz 8,85072,Eichstätt,BY,48.88776,11.19239,vfb-eichstaett.de,https://de.wikipedia.org/wiki/VfB_Eichstätt,https://en.wikipedia.org/wiki/VfB_Eichstätt,https://www.openstreetmap.org/way/652930200
131,germany_league_4,Regionalliga Bayern,1,Wacker Burghausen,Wacker-Arena,10.000,Franz-Alexander-Straße 7,84489,Burghausen,BY,48.17898,12.83639,sv-wacker.de,https://de.wikipedia.org/wiki/Wacker_Burghausen,https://en.wikipedia.org/wiki/SV_Wacker_Burghausen,https://www.openstreetmap.org/way/26954909
132,germany_league_4,Regionalliga Bayern,1,1. FC Schweinfurt 05,Willy-Sachs-Stadion,15.060,Ander-Kupfer-Platz 2,97424,Schweinfurt,BY,50.05133,10.20298,fcschweinfurt1905.de,https://de.wikipedia.org/wiki/1._FC_Schweinfurt_05,https://en.wikipedia.org/wiki/1._FC_Schweinfurt_05,https://www.openstreetmap.org/way/23646182
133,germany_league_4,Regionalliga Bayern,2,1. FC Nürnberg II,Max-Morlock-Platz,3.000,Valznerweiherstraße 200,90480,Nürnberg,BY,49.43594,11.13100,fcn.de,https://de.wikipedia.org/wiki/1._FC_N%C3%BCrnberg,https://en.wikipedia.org/wiki/1._FC_N%C3%BCrnberg,https://www.openstreetmap.org/way/47073829
134,germany_league_4,Regionalliga Bayern,1,FC Memmingen,Memminger Arena,5.990,Bodenseestraße 44,87700,Memmingen,BY,47.97922,10.16510,fc-memmingen.de,https://de.wikipedia.org/wiki/FC_Memmingen,https://en.wikipedia.org/wiki/FC_Memmingen,https://www.openstreetmap.org/way/244601560
135,germany_league_4,Regionalliga Bayern,1,FV Illertissen,Vöhlinstadion,3.000,Gottfried-Hart-Straße 8,89257,Illertissen,BY,48.21793,10.09228,fvillertissen.de,https://de.wikipedia.org/wiki/FV_Illertissen,https://en.wikipedia.org/wiki/FV_Illertissen,https://www.openstreetmap.org/way/25910165
136,germany_league_4,Regionalliga Bayern,1,TSV Buchbach,SMR-Arena,2.500,Jahnstraße 7,84428,Buchbach,BY,48.31492,12.27585,tsv-buchbach.de,https://de.wikipedia.org/wiki/TSV_Buchbach,https://en.wikipedia.org/wiki/TSV_Buchbach,https://www.openstreetmap.org/way/391060003
137,germany_league_4,Regionalliga Bayern,1,SpVgg Bayreuth,Hans-Walter-Wild-Stadion,21.500,Friedrich-Ebert-Straße 74,95448,Bayreuth,BY,49.94532,11.58722,spvgg-bayreuth.de,https://de.wikipedia.org/wiki/SpVgg_Bayreuth,https://en.wikipedia.org/wiki/SpVgg_Bayreuth,https://www.openstreetmap.org/way/439206373
138,germany_league_4,Regionalliga Bayern,1,Viktoria Aschaffenburg,Stadion am Schönbusch,9.000,Kleine Schönbuschallee 92,63741,Aschaffenburg,BY,49.97034,9.13000,sva01.de,https://de.wikipedia.org/wiki/Viktoria_Aschaffenburg,https://en.wikipedia.org/wiki/Viktoria_Aschaffenburg,https://www.openstreetmap.org/way/23261171
139,germany_league_4,Regionalliga Bayern,1,VfR Garching,GARMIN Stadion am See,4.000,Stadion am See,85748,Garching,BY,48.25985,11.64341,vfr-garching.de,https://de.wikipedia.org/wiki/VfR_Garching,https://en.wikipedia.org/wiki/VfR_Garching,https://www.openstreetmap.org/way/15554271
140,germany_league_4,Regionalliga Bayern,1,SV Schalding-Heining,Sportanlage am Reuthinger Weg,2.500,Reuthinger Weg 8 ,94036,Passau-Heining,BY,48.58781,13.37385,svs-passau.de,https://de.wikipedia.org/wiki/SV_Schalding-Heining,https://en.wikipedia.org/wiki/SV_Schalding-Heining,Missing
141,germany_league_4,Regionalliga Bayern,2,FC Augsburg II,Rosenaustadion,28.000,Stadionstraße 21,86159,Augsburg,BY,48.35537,10.87596,fcaugsburg.de,https://de.wikipedia.org/wiki/FC_Augsburg,https://en.wikipedia.org/wiki/FC_Augsburg,https://www.openstreetmap.org/way/26039742
142,germany_league_4,Regionalliga Bayern,2,SpVgg Greuther Fürth II,Sportzentrum Auf der Tulpe,3.000,Tulpenweg 60,90768,Fürth,BY,49.49376,10.90897,greuther-fuerth.de,https://de.wikipedia.org/wiki/SpVgg_Greuther_Fürth,https://en.wikipedia.org/wiki/SpVgg_Greuther_Fürth,https://www.openstreetmap.org/node/5697021574
143,germany_league_4,Regionalliga Bayern,1,TSV 1860 Rosenheim,Jahnstadion,6.000,Jahnstraße 25,83022,Rosenheim,BY,47.86709,12.00661,tsv1860-ro.de,https://de.wikipedia.org/wiki/TSV_1860_Rosenheim,https://en.wikipedia.org/wiki/TSV_1860_Rosenheim,https://www.openstreetmap.org/relation/2200575
144,germany_league_4,Regionalliga Bayern,1,SV Heimstetten,Sportpark Heimstetten,2.800,Am Sportpark 2,85551,Heimstetten,BY,48.16212,11.74826,sv-heimstetten.com,https://de.wikipedia.org/wiki/SV_Heimstetten,https://en.wikipedia.org/wiki/SV_Heimstetten,https://www.openstreetmap.org/way/34107867
145,germany_league_4,Regionalliga Bayern,1,TSV Aubstadt,Sportanlage Schulstraße,3.000,Schulstraße ,16845,Neustadt/Dosse,BB,50.35362,7.89194,tsv-aubstadt.de,https://de.wikipedia.org/wiki/TSV_Aubstadt,https://en.wikipedia.org/wiki/TSV_Aubstadt,https://www.openstreetmap.org/way/88216983
146,germany_league_4,Regionalliga Bayern,1,SV Türkgücü-Ataspor München,Städtisches Stadion an der Grünwalder Straße,15.000,Grünwalder Straße 2-4,81547,München,BY,48.11100,11.57448,turkgucu-ataspor.de,https://de.wikipedia.org/wiki/SV_T%C3%BCrkg%C3%BCc%C3%BC-Ataspor_M%C3%BCnchen,https://en.wikipedia.org/wiki/SV_T%C3%BCrkg%C3%BCc%C3%BC-Ataspor_M%C3%BCnchen,https://www.openstreetmap.org/relation/4548483
147,germany_league_4,Regionalliga Bayern,1,TSV 1896 Rain,Georg-Weber-Stadion,3.400,Donauwörther Straße 45 ,86638,Rain,BY,48.69524,10.90486,tsv1896rain.de,https://de.wikipedia.org/wiki/TSV_1896_Rain,https://en.wikipedia.org/wiki/TSV_Rain_am_Lech,https://www.openstreetmap.org/way/366257027
